Date,Ticker,Open,High,Low,Close,Volume
2022-11-10,AAPL,426.86,433.65,423.73,429.7,101486800
2022-11-11,AAPL,429.22,430.86,427.23,428.07,72179235
2022-11-14,AAPL,427.82,428.13,423.39,425.4,32189562
2022-11-15,AAPL,420.0,428.57,397.57,408.0,124287296
2022-11-16,AAPL,408.7,411.81,407.96,411.71,78043146
2022-11-17,AAPL,412.69,416.95,410.9,416.24,82774638
2022-11-18,AAPL,414.54,416.59,409.26,410.18,79473499
2022-11-21,AAPL,410.16,411.71,401.57,403.36,60551014
2022-11-22,AAPL,404.71,410.33,401.96,408.53,36173137
2022-11-23,AAPL,408.86,419.19,406.78,414.57,60231123
2022-11-24,AAPL,408.85,417.2,396.73,400.02,205577928
2022-11-25,AAPL,401.19,411.95,398.83,410.88,75427705
2022-11-28,AAPL,411.13,412.95,410.78,412.79,44024802
2022-11-29,AAPL,412.91,416.38,411.31,416.26,93885451
2022-11-30,AAPL,416.45,428.13,411.35,423.94,89357381
2022-12-01,AAPL,424.34,425.96,423.19,425.18,41652492
2022-12-02,AAPL,421.97,426.57,416.5,416.99,60121298
2022-12-05,AAPL,419.3,430.03,406.68,428.08,57375795
2022-12-06,AAPL,429.11,433.54,427.97,432.99,29836497
2022-12-07,AAPL,431.89,435.93,419.81,424.45,103684925
2022-12-08,AAPL,428.89,438.43,423.95,436.94,70388217
2022-12-09,AAPL,436.86,437.15,435.13,436.13,47287921
2022-12-12,AAPL,437.28,444.35,435.96,442.62,66711374
2022-12-13,AAPL,439.64,446.52,429.41,434.86,72226470
2022-12-14,AAPL,433.98,435.04,427.56,428.45,55602459
2022-12-15,AAPL,429.1,434.78,425.52,433.44,46981068
2022-12-16,AAPL,439.91,457.28,432.99,455.78,129964765
2022-12-19,AAPL,455.33,456.44,453.24,454.19,43748765
2022-12-20,AAPL,454.17,454.81,452.14,453.04,54152040
2022-12-21,AAPL,455.84,471.06,451.73,468.99,119440463
2022-12-22,AAPL,469.97,476.36,467.24,474.89,44745329
2022-12-23,AAPL,476.19,496.89,474.66,494.62,165497567
2022-12-26,AAPL,494.47,497.37,489.0,490.05,52041414
2022-12-27,AAPL,490.54,496.17,489.04,491.72,70967509
2022-12-28,AAPL,488.23,499.85,471.68,477.78,67168748
2022-12-29,AAPL,479.47,490.58,467.55,490.55,136554257
2022-12-30,AAPL,490.43,490.57,490.05,490.07,60113075
2023-01-02,AAPL,486.6,494.74,478.57,479.64,77665025
2023-01-03,AAPL,479.14,480.19,477.37,478.07,75854759
2023-01-04,AAPL,477.65,486.14,459.59,464.55,90207949
2023-01-05,AAPL,466.34,474.94,461.42,471.87,52750542
2023-01-06,AAPL,472.6,477.65,468.87,475.89,58353655
2023-01-09,AAPL,472.53,477.83,466.01,466.7,90500697
2023-01-10,AAPL,467.89,472.5,466.46,471.33,54261257
2023-01-11,AAPL,473.75,484.1,470.67,483.74,72319394
2023-01-12,AAPL,481.72,484.82,475.72,477.7,47017163
2023-01-13,AAPL,475.99,478.63,468.4,471.14,79552464
2023-01-16,AAPL,470.09,471.16,467.0,467.97,84835023
2023-01-17,AAPL,468.15,471.14,466.96,470.86,68866359
2023-01-18,AAPL,470.85,473.48,462.99,463.21,68097042
2023-01-19,AAPL,465.18,472.22,461.44,468.95,32986487
2023-01-20,AAPL,473.46,482.73,465.89,481.8,52297908
2023-01-23,AAPL,481.32,483.37,472.01,474.61,51060069
2023-01-24,AAPL,477.84,487.49,468.04,484.65,101032784
2023-01-25,AAPL,483.18,484.93,478.97,479.27,40420236
2023-01-26,AAPL,480.08,492.3,477.5,486.79,72467752
2023-01-27,AAPL,487.84,489.7,486.45,489.67,46658540
2023-01-30,AAPL,481.94,495.96,461.7,464.01,98463442
2023-01-31,AAPL,463.13,465.48,443.63,452.47,44286586
2023-02-01,AAPL,450.14,453.6,441.9,443.76,75508494
2023-02-02,AAPL,447.38,458.26,442.76,453.64,73019000
2023-02-03,AAPL,452.51,458.48,441.17,442.97,52336130
2023-02-06,AAPL,442.35,443.6,440.66,441.14,53848134
2023-02-07,AAPL,441.12,444.28,430.78,433.16,63739027
2023-02-08,AAPL,439.19,458.04,432.0,449.06,80303693
2023-02-09,AAPL,450.39,455.12,445.41,453.6,52673561
2023-02-10,AAPL,454.77,457.51,453.43,457.4,100301427
2023-02-13,AAPL,456.1,457.96,450.9,452.47,93429369
2023-02-14,AAPL,453.38,459.84,451.62,458.77,33756750
2023-02-15,AAPL,456.47,461.45,445.31,448.36,141524579
2023-02-16,AAPL,448.32,448.59,447.47,448.08,73375304
2023-02-17,AAPL,446.9,448.42,431.79,438.97,95650767
2023-02-20,AAPL,438.35,439.42,436.67,436.97,52799470
2023-02-21,AAPL,438.46,441.69,434.21,441.2,69147360
2023-02-22,AAPL,449.02,467.32,442.17,465.44,104223911
2023-02-23,AAPL,466.92,478.88,460.21,477.07,83447642
2023-02-24,AAPL,477.01,479.14,470.17,470.47,80596404
2023-02-27,AAPL,472.23,476.69,464.03,476.65,58674388
2023-02-28,AAPL,477.27,481.38,474.75,480.45,99870087
2023-03-01,AAPL,479.95,480.5,477.95,478.84,60989924
2023-03-02,AAPL,478.96,480.39,476.06,480.35,91725633
2023-03-03,AAPL,478.12,483.83,472.99,473.16,64575106
2023-03-06,AAPL,479.49,508.06,471.49,496.31,178881959
2023-03-07,AAPL,496.6,500.14,493.84,498.62,37131917
2023-03-08,AAPL,505.97,540.65,505.97,539.98,182957558
2023-03-09,AAPL,540.27,547.7,539.84,544.49,102781698
2023-03-10,AAPL,546.17,550.99,541.09,550.63,62629417
2023-03-13,AAPL,552.18,557.7,550.22,556.36,56962632
2023-03-14,AAPL,554.1,558.03,546.86,550.33,78695136
2023-03-15,AAPL,547.39,553.34,538.82,541.11,92229928
2023-03-16,AAPL,544.46,552.9,528.97,552.18,58180374
2023-03-17,AAPL,552.32,560.55,550.87,556.46,59181927
2023-03-20,AAPL,556.98,559.22,555.15,558.09,48331038
2023-03-21,AAPL,559.84,562.81,555.46,562.57,74289463
2023-03-22,AAPL,561.3,564.35,556.73,557.52,51463595
2023-03-23,AAPL,556.27,558.91,545.97,550.87,73669246
2023-03-24,AAPL,552.11,565.55,548.98,560.76,98818313
2023-03-27,AAPL,563.76,571.46,557.88,570.22,77934770
2023-03-28,AAPL,570.02,572.77,566.2,568.6,64870565
2023-03-29,AAPL,565.78,569.01,557.17,557.18,56764705
2023-03-30,AAPL,560.65,592.67,559.76,589.22,102792483
2023-03-31,AAPL,580.09,596.8,552.86,563.22,118412339
2023-04-03,AAPL,562.75,564.49,559.37,561.2,55445429
2023-04-04,AAPL,567.36,578.99,553.12,577.74,74575689
2023-04-05,AAPL,582.06,594.38,573.8,592.93,45893802
2023-04-06,AAPL,593.27,609.16,590.28,609.09,80018621
2023-04-07,AAPL,614.69,634.44,607.82,629.48,115629826
2023-04-10,AAPL,637.22,672.08,636.48,669.98,171187935
2023-04-11,AAPL,674.25,698.62,658.16,692.8,91747116
2023-04-12,AAPL,693.47,699.47,692.11,697.81,40377878
2023-04-13,AAPL,696.3,700.94,675.64,683.2,84443697
2023-04-14,AAPL,684.15,686.62,680.22,685.89,82949501
2023-04-17,AAPL,690.59,704.19,685.7,703.7,119645917
2023-04-18,AAPL,704.42,706.45,702.78,706.07,35270851
2023-04-19,AAPL,706.12,707.05,705.86,706.65,68138139
2023-04-20,AAPL,707.74,713.95,706.24,711.63,64681796
2023-04-21,AAPL,714.05,723.92,708.51,720.16,63652731
2023-04-24,AAPL,717.79,723.13,709.32,713.87,68521403
2023-04-25,AAPL,717.33,727.97,708.4,727.52,132555167
2023-04-26,AAPL,723.46,730.02,712.8,715.08,92410333
2023-04-27,AAPL,718.35,735.97,712.16,730.81,116431270
2023-04-28,AAPL,733.38,737.9,730.79,737.73,77599914
2023-05-01,AAPL,735.7,750.08,718.58,720.44,78426486
2023-05-02,AAPL,718.99,722.42,715.57,716.46,49392935
2023-05-03,AAPL,718.53,728.52,713.94,727.82,95729716
2023-05-04,AAPL,725.3,731.23,717.18,720.21,107209142
2023-05-05,AAPL,709.8,730.22,673.4,689.47,116371789
2023-05-08,AAPL,691.65,723.74,682.26,714.5,87185118
2023-05-09,AAPL,703.76,721.54,681.55,687.29,174287052
2023-05-10,AAPL,693.39,715.7,678.1,713.79,216380725
2023-05-11,AAPL,713.98,716.39,712.57,715.5,24894523
2023-05-12,AAPL,713.71,730.44,670.72,681.73,74017340
2023-05-15,AAPL,686.47,704.22,678.14,695.91,83009862
2023-05-16,AAPL,696.7,700.41,694.56,699.16,69337547
2023-05-17,AAPL,701.6,715.6,695.79,705.5,118964167
2023-05-18,AAPL,705.37,712.31,675.91,681.3,83765812
2023-05-19,AAPL,679.52,684.3,662.76,666.92,79718117
2023-05-22,AAPL,663.38,668.63,652.84,657.76,53766326
2023-05-23,AAPL,657.65,661.23,654.25,655.36,55820385
2023-05-24,AAPL,660.19,687.36,655.18,674.5,134191966
2023-05-25,AAPL,673.72,677.48,668.5,669.41,35252352
2023-05-26,AAPL,669.43,670.01,668.83,669.57,44336548
2023-05-29,AAPL,672.43,677.68,666.72,677.64,92054494
2023-05-30,AAPL,680.42,694.66,674.09,693.47,66009858
2023-05-31,AAPL,693.7,704.58,689.81,703.94,49984539
2023-06-01,AAPL,702.94,706.69,700.18,701.09,56710165
2023-06-02,AAPL,700.31,706.57,685.73,691.75,67922675
2023-06-05,AAPL,690.61,698.43,658.6,672.09,104678662
2023-06-06,AAPL,667.84,674.16,657.67,659.12,148597789
2023-06-07,AAPL,658.04,660.51,651.78,653.28,44784576
2023-06-08,AAPL,650.71,656.2,636.26,642.47,51041937
2023-06-09,AAPL,644.29,649.77,640.33,649.71,67444362
2023-06-12,AAPL,651.2,655.81,648.22,655.02,47380314
2023-06-13,AAPL,655.01,656.33,649.21,650.23,73478362
2023-06-14,AAPL,649.28,653.46,641.58,643.15,78550199
2023-06-15,AAPL,645.2,666.76,635.91,660.92,99002960
2023-06-16,AAPL,661.55,664.56,660.86,663.15,66360759
2023-06-19,AAPL,663.26,663.87,663.06,663.6,94533274
2023-06-20,AAPL,663.05,666.91,656.82,658.15,42944113
2023-06-21,AAPL,656.26,661.38,638.83,644.46,104885898
2023-06-22,AAPL,643.8,646.11,639.05,639.33,78534604
2023-06-23,AAPL,640.75,660.41,633.47,656.46,96388727
2023-06-26,AAPL,660.63,670.82,650.18,668.55,86932182
2023-06-27,AAPL,676.53,705.62,667.77,702.91,137550636
2023-06-28,AAPL,701.06,710.97,669.34,672.5,124291405
2023-06-29,AAPL,677.5,686.47,664.53,685.35,82889960
2023-06-30,AAPL,688.92,698.7,680.17,697.47,57427900
2023-07-03,AAPL,692.04,705.06,674.15,680.04,95412319
2023-07-04,AAPL,678.6,680.65,669.87,670.04,97101616
2023-07-05,AAPL,669.72,674.04,657.97,658.42,49530333
2023-07-06,AAPL,666.26,687.78,651.06,685.33,97849884
2023-07-07,AAPL,682.35,689.88,666.78,672.4,95277043
2023-07-10,AAPL,665.58,680.35,648.65,653.63,92119705
2023-07-11,AAPL,649.08,654.61,630.55,636.52,99911819
2023-07-12,AAPL,638.82,654.27,632.81,649.94,49688901
2023-07-13,AAPL,651.03,655.78,647.77,655.75,69299771
2023-07-14,AAPL,656.61,673.89,654.29,670.69,65273036
2023-07-17,AAPL,673.87,687.18,662.69,680.63,71465056
2023-07-18,AAPL,688.17,713.55,677.19,712.84,116596668
2023-07-19,AAPL,715.24,720.8,711.41,719.6,65253842
2023-07-20,AAPL,716.67,721.2,710.08,712.04,48770033
2023-07-21,AAPL,712.18,717.12,711.36,715.86,81585904
2023-07-24,AAPL,712.87,716.3,704.66,707.92,44866748
2023-07-25,AAPL,710.41,715.51,704.53,715.06,78499856
2023-07-26,AAPL,715.52,722.28,713.48,719.1,60284997
2023-07-27,AAPL,720.66,734.9,711.27,729.18,87971021
2023-07-28,AAPL,729.16,732.69,723.44,723.66,44784305
2023-07-31,AAPL,723.77,725.36,722.42,724.57,73490328
2023-08-01,AAPL,717.97,735.33,698.31,707.5,95523552
2023-08-02,AAPL,706.74,707.63,702.28,702.6,66589726
2023-08-03,AAPL,701.06,709.13,682.66,692.27,78522213
2023-08-04,AAPL,691.47,693.03,685.44,686.64,36561916
2023-08-07,AAPL,687.3,689.7,684.95,688.43,41141966
2023-08-08,AAPL,687.86,689.06,685.18,686.14,31493328
2023-08-09,AAPL,685.33,687.3,672.89,674.83,56460099
2023-08-10,AAPL,675.12,682.33,672.25,681.37,53812376
2023-08-11,AAPL,682.39,689.56,679.8,684.9,50509254
2023-08-14,AAPL,684.46,685.13,683.1,683.38,48224005
2023-08-15,AAPL,684.32,697.79,680.14,693.39,79700120
2023-08-16,AAPL,692.06,695.15,680.81,686.28,49928447
2023-08-17,AAPL,686.27,686.41,685.6,686.12,75167552
2023-08-18,AAPL,685.55,690.95,681.38,683.85,47168002
2023-08-21,AAPL,683.79,684.0,683.64,683.65,51565351
2023-08-22,AAPL,674.12,699.94,626.35,643.96,160553167
2023-08-23,AAPL,643.97,644.08,643.86,643.99,23551198
2023-08-24,AAPL,647.06,653.02,640.82,652.8,90718713
2023-08-25,AAPL,652.82,658.12,652.63,656.28,75914812
2023-08-28,AAPL,654.0,659.23,635.63,639.37,120135632
2023-08-29,AAPL,637.77,643.22,628.52,633.19,70664282
2023-08-30,AAPL,641.4,674.68,638.8,672.43,94934621
2023-08-31,AAPL,673.97,686.88,669.08,682.31,116108661
2023-09-01,AAPL,681.85,683.17,678.17,679.57,62868553
2023-09-04,AAPL,679.68,683.42,678.58,681.51,58821137
2023-09-05,AAPL,684.92,707.73,676.63,697.88,84386951
2023-09-06,AAPL,698.45,701.2,694.09,700.91,71870773
2023-09-07,AAPL,697.95,703.19,684.21,692.88,94861021
2023-09-08,AAPL,694.19,698.72,692.31,696.31,61861520
2023-09-11,AAPL,698.68,705.82,695.62,704.82,93888316
2023-09-12,AAPL,707.75,716.08,698.92,713.78,79659019
2023-09-13,AAPL,713.67,713.92,711.68,711.99,86308092
2023-09-14,AAPL,715.32,728.27,703.78,723.59,69917187
2023-09-15,AAPL,723.93,731.52,721.42,731.45,75036943
2023-09-18,AAPL,733.13,740.66,727.88,738.92,90057069
2023-09-19,AAPL,742.37,752.79,737.62,751.26,87524220
2023-09-20,AAPL,750.92,751.87,747.18,747.83,66783006
2023-09-21,AAPL,748.37,749.65,746.97,749.24,42057579
2023-09-22,AAPL,748.25,753.31,745.29,746.53,51558944
2023-09-25,AAPL,744.98,756.04,719.14,730.12,60219505
2023-09-26,AAPL,729.06,732.54,723.17,725.91,56262325
2023-09-27,AAPL,725.18,726.79,719.54,721.03,61012699
2023-09-28,AAPL,721.65,729.53,718.02,726.25,59055666
2023-09-29,AAPL,723.39,728.82,712.08,712.57,82780131
2023-10-02,AAPL,708.12,720.08,694.2,697.26,134321740
2023-10-03,AAPL,696.72,698.18,693.85,694.98,53594479
2023-10-04,AAPL,693.97,703.27,671.94,683.69,58796484
2023-10-05,AAPL,684.82,699.79,679.96,697.99,69832155
2023-10-06,AAPL,693.28,704.62,673.87,675.69,124182793
2023-10-09,AAPL,674.3,676.06,657.0,667.34,35188659
2023-10-10,AAPL,671.87,688.3,658.71,683.1,127294402
2023-10-11,AAPL,683.89,686.91,683.06,686.11,45179259
2023-10-12,AAPL,681.92,687.33,673.8,675.21,88633223
2023-10-13,AAPL,671.06,677.15,642.18,651.7,82386666
2023-10-16,AAPL,651.65,656.49,637.67,638.81,104621106
2023-10-17,AAPL,638.48,644.41,625.72,628.18,44243498
2023-10-18,AAPL,630.14,653.08,614.15,646.47,82764206
2023-10-19,AAPL,646.68,648.39,645.71,648.13,49664308
2023-10-20,AAPL,648.63,649.93,646.23,649.9,36945221
2023-10-23,AAPL,649.39,650.19,647.66,648.4,62621480
2023-10-24,AAPL,648.52,650.17,647.64,650.0,50531376
2023-10-25,AAPL,647.89,656.29,631.02,638.05,83366157
2023-10-26,AAPL,638.16,638.73,637.68,638.67,50873886
2023-10-27,AAPL,637.01,641.26,623.45,630.01,83678771
2023-10-30,AAPL,625.24,633.81,605.29,615.43,54088316
2023-10-31,AAPL,616.78,641.78,610.48,635.79,83884428
2023-11-01,AAPL,634.59,639.57,629.79,630.36,75552298
2023-11-02,AAPL,630.23,633.38,627.16,629.63,40107241
2023-11-03,AAPL,627.53,632.14,620.3,624.26,92571777
2023-11-06,AAPL,627.11,635.88,620.59,631.99,74912513
2023-11-07,AAPL,637.08,645.19,624.67,644.75,94556188
2023-11-08,AAPL,640.73,653.39,622.3,624.16,113257603
2023-11-09,AAPL,623.93,624.23,623.21,623.35,74260649
2023-11-10,AAPL,621.81,628.22,608.76,612.92,79264201
2023-11-13,AAPL,615.08,625.69,611.32,620.02,42340224
2023-11-14,AAPL,618.9,620.38,615.42,616.13,48007586
2023-11-15,AAPL,615.51,617.19,612.04,614.43,31789533
2023-11-16,AAPL,612.2,614.93,603.73,605.8,85837732
2023-11-17,AAPL,608.68,614.91,604.96,614.07,86919997
2023-11-20,AAPL,613.97,614.53,611.73,613.55,59337532
2023-11-21,AAPL,613.58,614.18,613.39,613.81,37797618
2023-11-22,AAPL,613.69,614.87,611.4,612.22,37033680
2023-11-23,AAPL,613.87,622.48,610.31,620.61,62899083
2023-11-24,AAPL,620.71,620.99,620.55,620.89,37524337
2023-11-27,AAPL,622.68,625.94,617.08,625.85,39215705
2023-11-28,AAPL,626.63,635.39,622.87,634.88,74100417
2023-11-29,AAPL,636.96,653.04,623.13,651.27,56631636
2023-11-30,AAPL,654.1,668.36,643.58,661.32,45033761
2023-12-01,AAPL,661.19,661.8,658.8,659.74,42987547
2023-12-04,AAPL,658.98,660.74,641.22,647.01,100896864
2023-12-05,AAPL,647.21,649.38,646.35,649.25,55920102
2023-12-06,AAPL,652.88,672.57,648.54,668.55,103143054
2023-12-07,AAPL,671.83,681.77,667.64,679.4,50123012
2023-12-08,AAPL,679.74,688.44,675.56,686.46,53435955
2023-12-11,AAPL,686.93,697.88,681.36,695.57,50747402
2023-12-12,AAPL,692.15,700.04,676.71,680.97,96494059
2023-12-13,AAPL,681.85,694.42,679.33,692.46,76979240
2023-12-14,AAPL,694.53,702.98,692.41,702.17,69672840
2023-12-15,AAPL,701.45,702.69,698.77,699.95,37026537
2023-12-18,AAPL,699.36,699.99,697.0,697.2,56806469
2023-12-19,AAPL,695.01,711.61,676.62,678.33,102035521
2023-12-20,AAPL,677.27,679.24,664.64,667.06,58673009
2023-12-21,AAPL,666.13,672.09,642.64,644.96,134325716
2023-12-22,AAPL,644.19,649.22,621.63,627.55,83240353
2023-12-25,AAPL,627.48,627.95,625.4,625.41,61183180
2023-12-26,AAPL,626.85,636.56,624.49,633.24,89437008
2023-12-27,AAPL,633.97,664.1,630.12,663.28,83254608
2023-12-28,AAPL,663.47,667.42,661.48,666.75,47902886
2023-12-29,AAPL,666.3,667.32,662.71,664.18,39411705
2021-01-04,MSFT,104.8,105.28,103.59,103.88,59758887
2021-01-05,MSFT,104.12,104.72,103.64,104.57,47553389
2021-01-06,MSFT,104.26,105.11,101.81,102.99,109619704
2021-01-07,MSFT,102.88,103.12,101.74,101.87,60097486
2021-01-08,MSFT,101.8,101.92,101.51,101.7,49955667
2021-01-11,MSFT,101.91,102.36,101.52,102.23,75933548
2021-01-12,MSFT,102.7,104.77,101.58,104.35,65534014
2021-01-13,MSFT,104.2,105.32,102.55,103.25,131887131
2021-01-14,MSFT,103.3,104.34,103.21,104.17,45481694
2021-01-15,MSFT,104.17,104.2,103.97,103.99,67384587
2021-01-18,MSFT,104.33,106.7,103.47,106.52,56271504
2021-01-19,MSFT,106.6,106.93,106.2,106.74,66729176
2021-01-20,MSFT,107.25,113.02,106.73,110.78,120218404
2021-01-21,MSFT,110.41,112.81,107.55,108.16,148427927
2021-01-22,MSFT,107.4,108.71,104.9,105.44,79323703
2021-01-25,MSFT,105.48,106.86,105.39,106.44,59593610
2021-01-26,MSFT,106.52,107.18,106.42,106.96,52005710
2021-01-27,MSFT,106.96,107.8,106.69,107.34,118165776
2021-01-28,MSFT,107.32,107.99,105.57,106.75,38367272
2021-01-29,MSFT,106.52,106.77,103.35,104.4,58369028
2021-02-01,MSFT,104.31,104.68,103.05,103.17,94759199
2021-02-02,MSFT,103.52,109.46,102.53,107.93,115011024
2021-02-03,MSFT,107.36,108.96,105.43,105.65,56767416
2021-02-04,MSFT,103.15,107.96,97.13,99.38,145223350
2021-02-05,MSFT,100.02,102.7,99.01,101.81,95434745
2021-02-08,MSFT,101.27,102.44,100.15,100.35,57025405
2021-02-09,MSFT,100.93,103.38,99.96,102.49,123904368
2021-02-10,MSFT,102.51,102.87,102.43,102.7,47018775
2021-02-11,MSFT,102.58,102.92,102.31,102.37,58256285
2021-02-12,MSFT,102.51,103.62,102.28,103.48,49844733
2021-02-15,MSFT,103.63,104.79,102.87,104.62,79392243
2021-02-16,MSFT,104.76,107.12,104.46,106.22,41894248
2021-02-17,MSFT,106.22,106.23,106.03,106.12,58554057
2021-02-18,MSFT,106.31,106.83,106.06,106.78,49206516
2021-02-19,MSFT,106.64,107.08,105.36,105.43,65918950
2021-02-22,MSFT,105.16,105.66,104.46,104.65,57048870
2021-02-23,MSFT,104.92,105.61,104.59,105.56,36699898
2021-02-24,MSFT,105.48,105.59,104.84,104.84,65185822
2021-02-25,MSFT,105.04,105.87,104.69,105.51,42551740
2021-02-26,MSFT,105.51,105.78,104.34,104.76,88794010
2021-03-01,MSFT,104.58,104.98,104.18,104.21,54554756
2021-03-02,MSFT,104.26,104.56,103.81,104.46,61389687
2021-03-03,MSFT,104.48,105.0,104.06,104.81,69522951
2021-03-04,MSFT,104.79,104.85,104.31,104.63,72743140
2021-03-05,MSFT,104.68,104.91,104.44,104.89,86972593
2021-03-08,MSFT,105.31,106.71,104.37,106.58,113041630
2021-03-09,MSFT,105.92,108.09,104.28,104.32,120621386
2021-03-10,MSFT,104.22,104.55,103.19,103.94,28938106
2021-03-11,MSFT,103.63,104.57,102.58,102.86,77480014
2021-03-12,MSFT,102.76,103.08,102.14,102.53,82378855
2021-03-15,MSFT,102.38,102.64,101.94,102.09,61332795
2021-03-16,MSFT,102.04,102.14,101.73,101.77,49157497
2021-03-17,MSFT,101.81,102.31,101.7,102.31,79556255
2021-03-18,MSFT,102.31,102.38,102.21,102.32,70085382
2021-03-19,MSFT,102.78,104.05,102.22,103.75,80549825
2021-03-22,MSFT,104.06,104.85,103.58,104.74,46477191
2021-03-23,MSFT,104.37,105.16,102.96,103.49,94426144
2021-03-24,MSFT,102.95,103.69,101.78,101.89,59898557
2021-03-25,MSFT,101.81,102.12,100.9,101.32,50268123
2021-03-26,MSFT,102.32,107.2,101.14,104.77,111726089
2021-03-29,MSFT,105.15,106.49,104.41,106.41,60759806
2021-03-30,MSFT,106.25,109.27,99.92,102.26,84510012
2021-03-31,MSFT,102.01,102.3,100.43,101.0,76619008
2021-04-01,MSFT,100.75,101.19,99.26,100.04,58865573
2021-04-02,MSFT,98.15,100.49,94.74,94.85,88135453
2021-04-05,MSFT,94.82,94.93,94.63,94.75,49305095
2021-04-06,MSFT,94.58,94.8,93.75,94.01,62201454
2021-04-07,MSFT,94.07,94.78,93.75,94.58,118741008
2021-04-08,MSFT,94.57,94.62,94.54,94.55,36909011
2021-04-09,MSFT,94.45,94.61,94.17,94.18,71707988
2021-04-12,MSFT,94.17,94.6,93.29,93.79,50697726
2021-04-13,MSFT,93.93,94.77,93.21,94.35,68177447
2021-04-14,MSFT,94.26,94.39,93.94,94.01,75778438
2021-04-15,MSFT,93.66,94.87,91.75,92.37,69565223
2021-04-16,MSFT,92.38,92.47,92.34,92.46,58841775
2021-04-19,MSFT,92.42,93.33,90.7,91.44,57628962
2021-04-20,MSFT,91.01,92.96,89.13,89.34,83937396
2021-04-21,MSFT,89.21,89.49,88.97,88.99,53786228
2021-04-22,MSFT,89.22,90.18,88.91,89.62,24417635
2021-04-23,MSFT,89.85,90.96,89.41,90.21,57511539
2021-04-26,MSFT,90.36,90.76,90.03,90.59,93934080
2021-04-27,MSFT,90.59,90.64,90.56,90.62,71567150
2021-04-28,MSFT,90.71,91.39,90.23,91.31,88827213
2021-04-29,MSFT,91.64,93.45,90.91,93.37,185747124
2021-04-30,MSFT,93.51,94.15,93.19,93.82,70967142
2021-05-03,MSFT,93.92,94.64,93.79,94.48,56198295
2021-05-04,MSFT,94.64,95.03,93.87,94.94,65695567
2021-05-05,MSFT,94.93,95.38,94.78,94.84,57818167
2021-05-06,MSFT,94.79,95.08,94.17,94.27,58458098
2021-05-07,MSFT,94.77,95.99,94.17,95.9,82462925
2021-05-10,MSFT,96.06,97.28,95.76,96.71,54240044
2021-05-11,MSFT,96.79,97.31,96.34,97.17,46661034
2021-05-12,MSFT,96.53,97.33,94.27,94.67,193412286
2021-05-13,MSFT,94.57,94.85,93.99,94.01,44047936
2021-05-14,MSFT,93.43,94.09,92.14,92.5,77742124
2021-05-17,MSFT,92.46,92.75,91.16,91.52,43238377
2021-05-18,MSFT,91.65,92.88,91.3,92.3,79709549
2021-05-19,MSFT,92.3,92.36,92.21,92.23,61309933
2021-05-20,MSFT,92.29,92.74,92.1,92.5,130048396
2021-05-21,MSFT,92.23,92.79,91.05,91.3,67836840
2021-05-24,MSFT,91.22,91.35,90.49,90.83,41493354
2021-05-25,MSFT,90.81,91.18,90.4,90.6,51100471
2021-05-26,MSFT,90.58,90.8,90.46,90.52,87851365
2021-05-27,MSFT,90.49,90.58,89.85,89.86,67899081
2021-05-28,MSFT,89.93,90.11,89.69,90.06,58842768
2021-05-31,MSFT,89.79,90.26,89.02,89.12,63248366
2021-06-01,MSFT,88.99,89.36,88.64,88.68,61136421
2021-06-02,MSFT,88.74,89.64,88.54,89.35,104154377
2021-06-03,MSFT,89.0,89.94,87.56,88.31,80624362
2021-06-04,MSFT,88.57,89.81,87.7,89.19,34484649
2021-06-07,MSFT,89.26,91.58,88.96,90.4,69256692
2021-06-08,MSFT,90.46,91.02,90.25,91.0,61292451
2021-06-09,MSFT,91.04,91.63,90.97,91.46,59361166
2021-06-10,MSFT,91.44,91.49,91.01,91.19,58476784
2021-06-11,MSFT,92.14,94.1,90.69,93.75,96135315
2021-06-14,MSFT,93.5,93.99,92.45,93.08,67685775
2021-06-15,MSFT,92.9,93.18,91.97,92.17,48513143
2021-06-16,MSFT,93.58,97.64,91.39,95.9,93366054
2021-06-17,MSFT,95.75,96.1,94.3,94.99,104296363
2021-06-18,MSFT,95.07,95.51,94.85,95.24,62811029
2021-06-21,MSFT,95.44,97.48,95.15,96.8,63052847
2021-06-22,MSFT,96.99,97.75,96.58,97.72,68666846
2021-06-23,MSFT,97.6,98.39,97.13,97.3,75777111
2021-06-24,MSFT,97.36,98.66,96.7,98.4,79506820
2021-06-25,MSFT,98.42,98.69,98.06,98.52,65852494
2021-06-28,MSFT,99.0,100.79,98.07,100.27,55577287
2021-06-29,MSFT,100.34,101.38,99.78,100.86,56263593
2021-06-30,MSFT,100.79,100.95,100.5,100.54,69477056
2021-07-01,MSFT,100.55,101.37,100.47,101.05,80910497
2021-07-02,MSFT,100.98,101.14,100.1,100.43,40630471
2021-07-05,MSFT,100.19,101.2,99.09,99.55,47573173
2021-07-06,MSFT,99.53,99.67,99.37,99.51,46387677
2021-07-07,MSFT,99.51,100.03,99.3,99.85,36091079
2021-07-08,MSFT,99.87,100.15,99.81,100.15,189678197
2021-07-09,MSFT,100.14,100.37,99.91,100.11,43524255
2021-07-12,MSFT,100.08,100.13,99.92,100.02,31060375
2021-07-13,MSFT,99.9,100.06,99.44,99.57,39491576
2021-07-14,MSFT,99.01,100.95,96.88,97.67,95560109
2021-07-15,MSFT,97.94,98.9,97.12,98.5,79141474
