date,headline,ticker,source,positive,negative,neutral,label,compound_score
2022-04-22,Sector rotation leaves GOOGL flat on the day,GOOGL,CNBC,0.212,0.0383,0.7496,neutral,0.1737
2022-04-22,GOOGL to present at upcoming investor conference,GOOGL,Bloomberg,0.1097,0.3652,0.5251,neutral,-0.2555
2022-04-25,Market rally lifts MSFT to new 52-week high,MSFT,Bloomberg,0.5714,0.03,0.3986,positive,0.5413
2022-04-25,Rising costs pressure GOOGL profit margins,GOOGL,CNBC,0.0325,0.8885,0.0789,negative,-0.856
2022-04-26,Mixed signals for AAPL as sector consolidates,AAPL,MarketWatch,0.2245,0.1802,0.5953,neutral,0.0444
2022-04-27,MSFT dividend increase signals management confidence,MSFT,Reuters,0.8646,0.0423,0.0931,positive,0.8224
2022-04-28,Market rally lifts GOOGL to new 52-week high,GOOGL,Bloomberg,0.712,0.0527,0.2353,positive,0.6593
2022-04-29,"MSFT misses revenue estimates, stock drops",MSFT,MarketWatch,0.0595,0.6447,0.2958,negative,-0.5852
2022-04-29,SPY holds investor day with no major announcements,SPY,Bloomberg,0.0541,0.3197,0.6261,neutral,-0.2656
2022-04-29,Concerns mount over QQQ slowing growth trajectory,QQQ,CNBC,0.0443,0.7012,0.2545,negative,-0.657
2022-05-02,GOOGL holds investor day with no major announcements,GOOGL,CNBC,0.1957,0.0642,0.7401,neutral,0.1315
2022-05-02,QQQ reports record revenue in Q4 results,QQQ,Bloomberg,0.8712,0.0454,0.0834,positive,0.8258
2022-05-03,Trade tensions weigh on SPY international revenue,SPY,Yahoo Finance,0.1537,0.1533,0.693,neutral,0.0004
2022-05-04,GOOGL expands into new market with strategic acquisition,GOOGL,Reuters,0.6157,0.119,0.2653,positive,0.4968
2022-05-04,Short sellers increase bets against SPY,SPY,Reuters,0.8319,0.1495,0.0186,positive,0.6825
2022-05-04,"Fed signals potential rate changes, markets react",,Bloomberg,0.0863,0.2294,0.6843,neutral,-0.1431
2022-05-05,Trade tensions weigh on SPY international revenue,SPY,Reuters,0.1629,0.2903,0.5468,neutral,-0.1274
2022-05-06,Analysts upgrade SPY to 'buy' after strong quarter,SPY,CNBC,0.5969,0.1224,0.2807,positive,0.4744
2022-05-09,QQQ faces class action lawsuit from shareholders,QQQ,CNBC,0.1428,0.7449,0.1123,negative,-0.6021
2022-05-09,Bond market inversion deepens recession concerns,,Yahoo Finance,0.088,0.768,0.144,negative,-0.6801
2022-05-10,SPY holds investor day with no major announcements,SPY,Bloomberg,0.0873,0.4412,0.4714,neutral,-0.3539
2022-05-12,QQQ announces major share buyback program,QQQ,Yahoo Finance,0.294,0.0099,0.6961,neutral,0.2841
2022-05-12,Mixed signals for AAPL as sector consolidates,AAPL,Bloomberg,0.2525,0.1729,0.5746,neutral,0.0796
2022-05-12,Concerns mount over SPY slowing growth trajectory,SPY,CNBC,0.1447,0.7822,0.0731,negative,-0.6375
2022-05-13,Bond market inversion deepens recession concerns,,CNBC,0.0908,0.6381,0.2711,negative,-0.5473
2022-05-16,SPY announces leadership transition plan,SPY,MarketWatch,0.1854,0.2419,0.5726,neutral,-0.0565
2022-05-16,SPY trading near 50-day moving average,SPY,Reuters,0.1744,0.2949,0.5307,neutral,-0.1205
2022-05-16,Wall Street bullish on MSFT growth prospects,MSFT,MarketWatch,0.7812,0.0306,0.1883,positive,0.7506
2022-05-17,QQQ maintains dividend at current levels,QQQ,Reuters,0.2266,0.1005,0.6729,neutral,0.1262
2022-05-18,Analysts maintain hold rating on SPY,SPY,Yahoo Finance,0.1565,0.1294,0.7141,neutral,0.0271
2022-05-18,Earnings season kicks off with mixed bank results,,MarketWatch,0.1654,0.3661,0.4685,neutral,-0.2008
2022-05-19,Competition intensifies as GOOGL loses market share,GOOGL,CNBC,0.1042,0.6009,0.2949,negative,-0.4967
2022-05-19,MSFT CFO departure raises governance questions,MSFT,CNBC,0.1435,0.3924,0.4641,neutral,-0.2489
2022-05-20,AAPL raises full-year guidance above consensus,AAPL,Bloomberg,0.5807,0.0204,0.3989,positive,0.5602
2022-05-20,Market rally lifts SPY to new 52-week high,SPY,Reuters,0.8502,0.1404,0.0094,positive,0.7098
2022-05-24,SPY faces class action lawsuit from shareholders,SPY,Reuters,0.0511,0.7555,0.1934,negative,-0.7045
2022-05-24,"AAPL beats earnings expectations, shares surge",AAPL,Reuters,0.8554,0.135,0.0096,positive,0.7204
2022-05-25,MSFT volume picks up ahead of next week earnings,MSFT,Reuters,0.1861,0.1076,0.7064,neutral,0.0785
2022-05-25,Mixed signals for QQQ as sector consolidates,QQQ,CNBC,0.0721,0.4555,0.4724,neutral,-0.3834
2022-05-26,"AAPL misses revenue estimates, stock drops",AAPL,Yahoo Finance,0.1305,0.8597,0.0098,negative,-0.7292
2022-05-26,Market rally lifts QQQ to new 52-week high,QQQ,Bloomberg,0.7107,0.0627,0.2266,positive,0.6481
2022-05-26,AAPL cloud revenue growth accelerates in latest quarter,AAPL,MarketWatch,0.7883,0.1249,0.0868,positive,0.6634
2022-05-27,Manufacturing PMI signals contraction for third month,,Bloomberg,0.1,0.8207,0.0792,negative,-0.7207
2022-05-30,"QQQ misses revenue estimates, stock drops",QQQ,Bloomberg,0.0541,0.6357,0.3102,negative,-0.5815
2022-05-31,SPY secures major government contract worth billions,SPY,Bloomberg,0.8179,0.1243,0.0578,positive,0.6936
2022-05-31,AAPL announces leadership transition plan,AAPL,CNBC,0.0968,0.4183,0.4848,neutral,-0.3215
2022-06-01,MSFT profit margins expand amid cost cutting efforts,MSFT,Bloomberg,0.1472,0.1986,0.6541,neutral,-0.0514
2022-06-02,Analysts downgrade MSFT citing valuation concerns,MSFT,Bloomberg,0.0999,0.7584,0.1417,negative,-0.6585
2022-06-02,GOOGL cloud revenue growth accelerates in latest quarter,GOOGL,Yahoo Finance,0.8372,0.1247,0.0381,positive,0.7125
2022-06-03,Cryptocurrency volatility spills over into tech stocks,,Yahoo Finance,0.1853,0.2806,0.534,neutral,-0.0953
2022-06-06,Cryptocurrency volatility spills over into tech stocks,,MarketWatch,0.2605,0.2524,0.4871,neutral,0.0081
2022-06-08,QQQ volume picks up ahead of next week earnings,QQQ,Bloomberg,0.1249,0.1715,0.7036,neutral,-0.0466
2022-06-08,SPY announces leadership transition plan,SPY,Bloomberg,0.0675,0.4343,0.4982,neutral,-0.3668
2022-06-10,Housing market shows signs of cooling as rates rise,,CNBC,0.0729,0.3047,0.6225,neutral,-0.2318
2022-06-10,MSFT board approves routine corporate matters,MSFT,CNBC,0.2195,0.1263,0.6542,neutral,0.0932
2022-06-13,MSFT maintains dividend at current levels,MSFT,Bloomberg,0.2691,0.0967,0.6342,neutral,0.1725
2022-06-13,MSFT board approves routine corporate matters,MSFT,Yahoo Finance,0.2756,0.1609,0.5635,neutral,0.1146
2022-06-14,Treasury yields climb as inflation data tops expectations,,CNBC,0.0782,0.4607,0.4611,neutral,-0.3825
2022-06-14,GOOGL maintains dividend at current levels,GOOGL,Yahoo Finance,0.1985,0.2278,0.5737,neutral,-0.0293
2022-06-14,Trading volume in GOOGL remains steady ahead of earnings,GOOGL,Yahoo Finance,0.1919,0.3484,0.4597,neutral,-0.1566
2022-06-15,Analysts downgrade SPY citing valuation concerns,SPY,Bloomberg,0.1353,0.6637,0.2009,negative,-0.5284
2022-06-16,MSFT raises full-year guidance above consensus,MSFT,MarketWatch,0.7473,0.0964,0.1563,positive,0.6509
2022-06-16,Analysts upgrade MSFT to 'buy' after strong quarter,MSFT,Bloomberg,0.8743,0.116,0.0097,positive,0.7584
2022-06-16,GDP growth slows but beats revised expectations,,Yahoo Finance,0.7122,0.082,0.2058,positive,0.6302
2022-06-17,Small caps outperform as risk appetite improves,,Reuters,0.7897,0.046,0.1642,positive,0.7437
2022-06-17,Earnings season kicks off with mixed bank results,,Bloomberg,0.1278,0.3956,0.4766,neutral,-0.2678
2022-06-20,Global markets rally on trade deal optimism,,Bloomberg,0.838,0.0535,0.1085,positive,0.7845
2022-06-21,AAPL launches innovative product to positive reviews,AAPL,Yahoo Finance,0.5984,0.0485,0.3531,positive,0.5499
2022-06-22,"QQQ beats earnings expectations, shares surge",QQQ,MarketWatch,0.8012,0.0998,0.099,positive,0.7014
2022-06-23,Short sellers increase bets against GOOGL,GOOGL,Bloomberg,0.8047,0.0619,0.1335,positive,0.7428
2022-06-24,Market selloff drags AAPL below key support levels,AAPL,Reuters,0.0787,0.8833,0.038,negative,-0.8046
2022-06-27,AAPL board approves routine corporate matters,AAPL,Reuters,0.2872,0.1087,0.6041,neutral,0.1785
2022-06-27,QQQ announces leadership transition plan,QQQ,CNBC,0.2154,0.0408,0.7438,neutral,0.1746
2022-06-28,Analysts upgrade MSFT to 'buy' after strong quarter,MSFT,Bloomberg,0.8996,0.0904,0.01,positive,0.8092
2022-06-29,AAPL launches innovative product to positive reviews,AAPL,MarketWatch,0.6637,0.061,0.2753,positive,0.6027
2022-06-30,Central banks globally signal tightening monetary policy,,Bloomberg,0.2013,0.1811,0.6177,neutral,0.0202
2022-07-06,AAPL cloud revenue growth accelerates in latest quarter,AAPL,Reuters,0.7127,0.1349,0.1525,positive,0.5778
2022-07-07,Retail investors drive unusual options activity,,MarketWatch,0.1184,0.3036,0.578,neutral,-0.1853
2022-07-07,SPY to present at upcoming investor conference,SPY,Reuters,0.2926,0.255,0.4524,neutral,0.0377
2022-07-08,MSFT to present at upcoming investor conference,MSFT,Bloomberg,0.2039,0.0988,0.6973,neutral,0.1051
2022-07-11,Competition intensifies as GOOGL loses market share,GOOGL,CNBC,0.1253,0.8573,0.0174,negative,-0.732
2022-07-11,Market selloff drags GOOGL below key support levels,GOOGL,MarketWatch,0.0702,0.8948,0.035,negative,-0.8246
2022-07-12,Treasury yields climb as inflation data tops expectations,,Yahoo Finance,0.0747,0.3089,0.6165,neutral,-0.2342
2022-07-12,MSFT warns of supply chain disruptions impacting margins,MSFT,MarketWatch,0.139,0.8516,0.0094,negative,-0.7126
2022-07-13,Cryptocurrency volatility spills over into tech stocks,,CNBC,0.1635,0.1497,0.6867,neutral,0.0138
2022-07-14,GOOGL volume picks up ahead of next week earnings,GOOGL,Reuters,0.1588,0.2422,0.599,neutral,-0.0833
2022-07-15,SPY lowers guidance amid macroeconomic headwinds,SPY,CNBC,0.0886,0.6585,0.2529,negative,-0.5699
2022-07-15,Rising costs pressure GOOGL profit margins,GOOGL,Reuters,0.1489,0.5698,0.2813,negative,-0.4208
2022-07-18,Central banks globally signal tightening monetary policy,,MarketWatch,0.2818,0.1409,0.5772,neutral,0.1409
2022-07-19,Analysts upgrade QQQ to 'buy' after strong quarter,QQQ,MarketWatch,0.818,0.0577,0.1243,positive,0.7603
2022-07-19,SPY holds investor day with no major announcements,SPY,MarketWatch,0.2989,0.1845,0.5166,neutral,0.1145
2022-07-20,Trading volume in AAPL remains steady ahead of earnings,AAPL,Reuters,0.1124,0.2059,0.6816,neutral,-0.0935
2022-07-20,Tech sector leads market decline on growth concerns,,Reuters,0.1106,0.575,0.3144,negative,-0.4644
2022-07-21,GOOGL maintains dividend at current levels,GOOGL,Yahoo Finance,0.1053,0.3538,0.5409,neutral,-0.2484
2022-07-21,Consumer confidence drops to lowest level in six months,,Reuters,0.1083,0.8219,0.0698,negative,-0.7136
2022-07-22,GOOGL launches innovative product to positive reviews,GOOGL,Reuters,0.7281,0.1425,0.1293,positive,0.5856
2022-07-25,Rising costs pressure AAPL profit margins,AAPL,MarketWatch,0.1361,0.8015,0.0624,negative,-0.6653
2022-07-28,Analysts maintain hold rating on QQQ,QQQ,Reuters,0.1242,0.3687,0.5072,neutral,-0.2445
2022-07-28,Analysts maintain hold rating on GOOGL,GOOGL,MarketWatch,0.1261,0.3925,0.4814,neutral,-0.2664
2022-07-29,SPY reports results in line with expectations,SPY,Yahoo Finance,0.2789,0.0096,0.7115,neutral,0.2693
2022-07-29,GOOGL launches innovative product to positive reviews,GOOGL,Reuters,0.8313,0.0877,0.0809,positive,0.7436
2022-08-01,Mixed signals for GOOGL as sector consolidates,GOOGL,MarketWatch,0.1884,0.1274,0.6842,neutral,0.061
2022-08-01,SPY launches innovative product to positive reviews,SPY,MarketWatch,0.5513,0.0852,0.3635,positive,0.4661
2022-08-01,AAPL warns of supply chain disruptions impacting margins,AAPL,Reuters,0.0545,0.7716,0.1739,negative,-0.7171
2022-08-02,Global markets rally on trade deal optimism,,Bloomberg,0.6252,0.0556,0.3192,positive,0.5696
2022-08-03,Institutional investors increase holdings in SPY,SPY,Reuters,0.7807,0.039,0.1803,positive,0.7418
2022-08-03,Institutional investors increase holdings in MSFT,MSFT,CNBC,0.8165,0.0749,0.1085,positive,0.7416
2022-08-04,VIX spikes as volatility returns to equity markets,,Bloomberg,0.2518,0.1922,0.556,neutral,0.0596
2022-08-04,QQQ hit by data breach affecting millions of users,QQQ,Bloomberg,0.0692,0.7372,0.1936,negative,-0.6681
2022-08-05,AAPL faces class action lawsuit from shareholders,AAPL,Reuters,0.0679,0.8749,0.0572,negative,-0.807
2022-08-05,Mixed signals for AAPL as sector consolidates,AAPL,Bloomberg,0.176,0.1163,0.7077,neutral,0.0598
2022-08-05,MSFT to present at upcoming investor conference,MSFT,Bloomberg,0.2032,0.2844,0.5124,neutral,-0.0812
2022-08-08,Sector rotation leaves QQQ flat on the day,QQQ,Yahoo Finance,0.0868,0.3776,0.5356,neutral,-0.2908
2022-08-09,AAPL reports results in line with expectations,AAPL,MarketWatch,0.1104,0.4136,0.476,neutral,-0.3032
2022-08-10,QQQ expands into new market with strategic acquisition,QQQ,Bloomberg,0.8225,0.1289,0.0485,positive,0.6936
2022-08-10,Trade tensions weigh on GOOGL international revenue,GOOGL,Reuters,0.1175,0.1739,0.7085,neutral,-0.0564
2022-08-11,Market rally lifts QQQ to new 52-week high,QQQ,MarketWatch,0.7946,0.0499,0.1555,positive,0.7446
2022-08-12,MSFT layoffs signal deeper problems in core business,MSFT,CNBC,0.1353,0.7804,0.0842,negative,-0.6451
2022-08-15,"Fed signals potential rate changes, markets react",,Yahoo Finance,0.2963,0.2414,0.4623,neutral,0.0549
2022-08-15,GOOGL files routine regulatory paperwork,GOOGL,Reuters,0.2404,0.0615,0.6981,neutral,0.179
2022-08-16,GOOGL to present at upcoming investor conference,GOOGL,Yahoo Finance,0.2426,0.1,0.6574,neutral,0.1425
2022-08-16,AAPL reports results in line with expectations,AAPL,MarketWatch,0.2423,0.01,0.7477,neutral,0.2323
2022-08-16,Manufacturing PMI signals contraction for third month,,Bloomberg,0.0998,0.6801,0.2201,negative,-0.5803
2022-08-17,Competition intensifies as SPY loses market share,SPY,CNBC,0.1461,0.6747,0.1792,negative,-0.5286
2022-08-18,Analysts downgrade AAPL citing valuation concerns,AAPL,CNBC,0.0938,0.8831,0.0232,negative,-0.7893
2022-08-19,SPY maintains dividend at current levels,SPY,Yahoo Finance,0.2774,0.0382,0.6844,neutral,0.2392
2022-08-22,Small caps outperform as risk appetite improves,,MarketWatch,0.6401,0.0953,0.2645,positive,0.5448
2022-08-22,VIX spikes as volatility returns to equity markets,,Bloomberg,0.2429,0.1626,0.5945,neutral,0.0803
2022-08-23,AAPL trading near 50-day moving average,AAPL,CNBC,0.2272,0.209,0.5637,neutral,0.0182
2022-08-23,MSFT dividend increase signals management confidence,MSFT,MarketWatch,0.6991,0.0344,0.2665,positive,0.6647
2022-08-23,Bond market inversion deepens recession concerns,,Yahoo Finance,0.0355,0.5896,0.3749,negative,-0.5542
2022-08-24,Oil prices surge on geopolitical tensions in Middle East,,Yahoo Finance,0.562,0.0893,0.3487,positive,0.4727
2022-08-24,AAPL files routine regulatory paperwork,AAPL,MarketWatch,0.0817,0.2667,0.6516,neutral,-0.1851
2022-08-25,QQQ maintains dividend at current levels,QQQ,MarketWatch,0.1994,0.167,0.6336,neutral,0.0324
2022-08-26,MSFT dividend increase signals management confidence,MSFT,Yahoo Finance,0.6044,0.0725,0.323,positive,0.5319
2022-08-29,S&P 500 closes at session highs on broad rally,,Reuters,0.8294,0.0222,0.1484,positive,0.8072
2022-08-30,AAPL completes previously announced restructuring,AAPL,MarketWatch,0.299,0.207,0.4941,neutral,0.092
2022-08-30,QQQ layoffs signal deeper problems in core business,QQQ,Bloomberg,0.0803,0.8214,0.0983,negative,-0.7411
2022-08-30,GOOGL holds investor day with no major announcements,GOOGL,Reuters,0.2616,0.0995,0.6389,neutral,0.1621
2022-09-01,Global markets rally on trade deal optimism,,MarketWatch,0.8617,0.0622,0.0761,positive,0.7994
2022-09-05,AAPL profit margins expand amid cost cutting efforts,AAPL,MarketWatch,0.2095,0.1931,0.5974,neutral,0.0164
2022-09-05,GOOGL secures major government contract worth billions,GOOGL,MarketWatch,0.5766,0.143,0.2804,positive,0.4336
2022-09-06,Wall Street bullish on MSFT growth prospects,MSFT,Bloomberg,0.7101,0.0682,0.2217,positive,0.6419
2022-09-07,SPY lowers guidance amid macroeconomic headwinds,SPY,MarketWatch,0.0354,0.8856,0.079,negative,-0.8502
2022-09-08,Wall Street bullish on SPY growth prospects,SPY,Bloomberg,0.5645,0.1091,0.3264,positive,0.4555
2022-09-08,Small caps outperform as risk appetite improves,,MarketWatch,0.6925,0.1194,0.1882,positive,0.5731
2022-09-08,SPY faces regulatory scrutiny over business practices,SPY,Reuters,0.0699,0.5754,0.3548,negative,-0.5055
2022-09-09,Competition intensifies as GOOGL loses market share,GOOGL,Reuters,0.1161,0.6371,0.2468,negative,-0.5209
2022-09-12,QQQ volume picks up ahead of next week earnings,QQQ,MarketWatch,0.1645,0.3174,0.5182,neutral,-0.1529
2022-09-13,SPY completes previously announced restructuring,SPY,Yahoo Finance,0.2788,0.0255,0.6957,neutral,0.2534
2022-09-13,AAPL layoffs signal deeper problems in core business,AAPL,Reuters,0.0758,0.8174,0.1068,negative,-0.7416
2022-09-13,Cryptocurrency volatility spills over into tech stocks,,Reuters,0.2224,0.156,0.6216,neutral,0.0664
2022-09-15,GOOGL files routine regulatory paperwork,GOOGL,Yahoo Finance,0.2721,0.0154,0.7125,neutral,0.2568
2022-09-15,Oil prices surge on geopolitical tensions in Middle East,,MarketWatch,0.8685,0.1218,0.0097,positive,0.7468
2022-09-19,GOOGL announces major share buyback program,GOOGL,CNBC,0.2369,0.2691,0.494,neutral,-0.0321
2022-09-20,MSFT dividend increase signals management confidence,MSFT,Reuters,0.8514,0.1341,0.0145,positive,0.7173
2022-09-21,GOOGL layoffs signal deeper problems in core business,GOOGL,MarketWatch,0.0862,0.8922,0.0216,negative,-0.806
2022-09-21,AAPL maintains dividend at current levels,AAPL,Reuters,0.0524,0.3011,0.6465,neutral,-0.2487
2022-09-22,"Job report exceeds expectations, stocks mixed",,Bloomberg,0.1683,0.2099,0.6218,neutral,-0.0416
2022-09-23,Central banks globally signal tightening monetary policy,,Bloomberg,0.2689,0.0098,0.7213,neutral,0.2592
2022-09-23,AAPL to present at upcoming investor conference,AAPL,Reuters,0.0642,0.2465,0.6893,neutral,-0.1822
2022-09-26,MSFT completes previously announced restructuring,MSFT,CNBC,0.224,0.2054,0.5706,neutral,0.0186
2022-09-26,GOOGL maintains dividend at current levels,GOOGL,Bloomberg,0.109,0.4321,0.4589,neutral,-0.3232
2022-09-26,GOOGL reports record revenue in Q4 results,GOOGL,CNBC,0.8784,0.0369,0.0848,positive,0.8415
2022-09-27,Retail investors drive unusual options activity,,Reuters,0.1951,0.3394,0.4654,neutral,-0.1443
2022-09-27,Options activity in SPY suggests sideways movement,SPY,Yahoo Finance,0.258,0.01,0.732,neutral,0.248
2022-09-27,MSFT raises full-year guidance above consensus,MSFT,CNBC,0.8768,0.1136,0.0096,positive,0.7632
2022-09-28,QQQ faces regulatory scrutiny over business practices,QQQ,MarketWatch,0.1431,0.7118,0.1451,negative,-0.5688
2022-09-30,Consumer confidence drops to lowest level in six months,,Reuters,0.0655,0.7079,0.2266,negative,-0.6423
2022-09-30,GOOGL reports record revenue in Q2 results,GOOGL,Reuters,0.7158,0.1258,0.1584,positive,0.59
2022-09-30,"GOOGL beats earnings expectations, shares surge",GOOGL,Reuters,0.8895,0.0665,0.044,positive,0.823
2022-10-04,SPY reports results in line with expectations,SPY,Bloomberg,0.2746,0.1367,0.5887,neutral,0.1378
2022-10-05,MSFT faces class action lawsuit from shareholders,MSFT,Reuters,0.1219,0.5674,0.3107,negative,-0.4455
2022-10-05,"Fed signals potential rate changes, markets react",,MarketWatch,0.1441,0.2696,0.5863,neutral,-0.1255
2022-10-05,QQQ holds investor day with no major announcements,QQQ,CNBC,0.1547,0.2613,0.5841,neutral,-0.1066
2022-10-06,Institutional investors increase holdings in QQQ,QQQ,Bloomberg,0.8299,0.1406,0.0294,positive,0.6893
2022-10-07,Wall Street bullish on SPY growth prospects,SPY,MarketWatch,0.7318,0.1283,0.1399,positive,0.6036
2022-10-10,GOOGL announces major share buyback program,GOOGL,Reuters,0.1327,0.1977,0.6696,neutral,-0.0651
2022-10-12,QQQ expands into new market with strategic acquisition,QQQ,CNBC,0.7673,0.1067,0.126,positive,0.6606
2022-10-17,Market selloff drags MSFT below key support levels,MSFT,Bloomberg,0.0715,0.5587,0.3698,negative,-0.4872
2022-10-17,SPY cloud revenue growth accelerates in latest quarter,SPY,Bloomberg,0.8905,0.0998,0.0097,positive,0.7906
2022-10-17,Strong consumer demand drives GOOGL sales higher,GOOGL,Bloomberg,0.6737,0.0525,0.2738,positive,0.6212
2022-10-18,Wall Street bullish on MSFT growth prospects,MSFT,Reuters,0.6275,0.0722,0.3003,positive,0.5553
2022-10-18,GOOGL volume picks up ahead of next week earnings,GOOGL,Bloomberg,0.0838,0.4082,0.508,neutral,-0.3244
2022-10-18,SPY to present at upcoming investor conference,SPY,Reuters,0.2017,0.239,0.5592,neutral,-0.0373
2022-10-19,GDP growth slows but beats revised expectations,,Bloomberg,0.6042,0.0258,0.3701,positive,0.5784
2022-10-19,QQQ completes previously announced restructuring,QQQ,Bloomberg,0.1168,0.4228,0.4604,neutral,-0.3059
2022-10-20,Mixed signals for AAPL as sector consolidates,AAPL,Reuters,0.1848,0.3081,0.507,neutral,-0.1233
2022-10-21,Bond market inversion deepens recession concerns,,CNBC,0.0622,0.7186,0.2192,negative,-0.6564
2022-10-21,MSFT secures major government contract worth billions,MSFT,Yahoo Finance,0.8584,0.0856,0.0559,positive,0.7728
2022-10-25,SPY files routine regulatory paperwork,SPY,Reuters,0.1239,0.3986,0.4775,neutral,-0.2747
2022-10-26,AAPL layoffs signal deeper problems in core business,AAPL,Yahoo Finance,0.1378,0.8529,0.0094,negative,-0.7151
2022-10-26,Wall Street bullish on MSFT growth prospects,MSFT,CNBC,0.6442,0.0417,0.314,positive,0.6025
2022-10-27,Market selloff drags AAPL below key support levels,AAPL,Bloomberg,0.0826,0.7334,0.184,negative,-0.6508
2022-10-28,GOOGL board approves routine corporate matters,GOOGL,Bloomberg,0.1823,0.2446,0.573,neutral,-0.0623
2022-10-28,Analysts maintain hold rating on AAPL,AAPL,Yahoo Finance,0.0787,0.4016,0.5197,neutral,-0.3229
2022-10-28,Markets tumble on recession fears and weak economic data,,CNBC,0.1412,0.7611,0.0977,negative,-0.6198
2022-10-31,QQQ warns of supply chain disruptions impacting margins,QQQ,MarketWatch,0.1116,0.601,0.2874,negative,-0.4893
2022-10-31,AAPL cloud revenue growth accelerates in latest quarter,AAPL,Bloomberg,0.712,0.0582,0.2298,positive,0.6538
2022-11-01,Retail investors drive unusual options activity,,MarketWatch,0.1641,0.1299,0.7059,neutral,0.0342
2022-11-02,QQQ to present at upcoming investor conference,QQQ,CNBC,0.1608,0.2142,0.625,neutral,-0.0535
2022-11-03,Analysts downgrade MSFT citing valuation concerns,MSFT,CNBC,0.0973,0.5801,0.3226,negative,-0.4827
2022-11-03,GOOGL profit margins expand amid cost cutting efforts,GOOGL,MarketWatch,0.0717,0.3527,0.5757,neutral,-0.281
2022-11-03,Market selloff drags QQQ below key support levels,QQQ,MarketWatch,0.0213,0.7705,0.2083,negative,-0.7492
2022-11-04,SPY volume picks up ahead of next week earnings,SPY,MarketWatch,0.2453,0.2422,0.5126,neutral,0.0031
2022-11-04,AAPL completes previously announced restructuring,AAPL,MarketWatch,0.2117,0.327,0.4614,neutral,-0.1153
2022-11-04,Concerns mount over SPY slowing growth trajectory,SPY,MarketWatch,0.0423,0.9014,0.0564,negative,-0.8591
2022-11-07,QQQ trading near 50-day moving average,QQQ,Bloomberg,0.1939,0.231,0.5751,neutral,-0.0371
2022-11-07,GOOGL CFO departure raises governance questions,GOOGL,Yahoo Finance,0.2051,0.2098,0.5851,neutral,-0.0047
2022-11-07,Analysts maintain hold rating on QQQ,QQQ,Yahoo Finance,0.0871,0.3416,0.5712,neutral,-0.2545
2022-11-08,Trade tensions weigh on GOOGL international revenue,GOOGL,Yahoo Finance,0.2361,0.2872,0.4767,neutral,-0.0511
2022-11-08,GDP growth slows but beats revised expectations,,Reuters,0.6383,0.1302,0.2315,positive,0.5081
2022-11-09,Earnings season kicks off with mixed bank results,,CNBC,0.0624,0.2647,0.6729,neutral,-0.2024
2022-11-10,GDP growth slows but beats revised expectations,,MarketWatch,0.6244,0.058,0.3176,positive,0.5665
2022-11-11,"GOOGL misses revenue estimates, stock drops",GOOGL,Bloomberg,0.1253,0.77,0.1048,negative,-0.6447
2022-11-11,SPY completes previously announced restructuring,SPY,Bloomberg,0.1124,0.4195,0.4681,neutral,-0.3071
2022-11-11,SPY secures major government contract worth billions,SPY,MarketWatch,0.6892,0.0438,0.267,positive,0.6454
2022-11-14,SPY announces leadership transition plan,SPY,Bloomberg,0.1695,0.2169,0.6136,neutral,-0.0474
2022-11-14,Treasury yields climb as inflation data tops expectations,,MarketWatch,0.1792,0.2758,0.5449,neutral,-0.0966
2022-11-15,SPY reports results in line with expectations,SPY,Yahoo Finance,0.1358,0.3075,0.5567,neutral,-0.1717
2022-11-15,Options activity in MSFT suggests sideways movement,MSFT,Reuters,0.1851,0.2853,0.5296,neutral,-0.1002
2022-11-15,Mixed signals for MSFT as sector consolidates,MSFT,CNBC,0.0991,0.3177,0.5832,neutral,-0.2186
2022-11-16,GDP growth slows but beats revised expectations,,CNBC,0.5548,0.0396,0.4056,positive,0.5152
2022-11-16,SPY expands into new market with strategic acquisition,SPY,Bloomberg,0.5658,0.0761,0.358,positive,0.4897
2022-11-16,QQQ reports record revenue in Q4 results,QQQ,MarketWatch,0.6333,0.0747,0.2921,positive,0.5586
2022-11-18,Trading volume in QQQ remains steady ahead of earnings,QQQ,Yahoo Finance,0.1845,0.2667,0.5488,neutral,-0.0822
2022-11-22,Options activity in MSFT suggests sideways movement,MSFT,MarketWatch,0.1698,0.163,0.6672,neutral,0.0068
2022-11-23,QQQ expands into new market with strategic acquisition,QQQ,CNBC,0.5729,0.0223,0.4048,positive,0.5507
2022-11-24,QQQ lowers guidance amid macroeconomic headwinds,QQQ,Reuters,0.0752,0.6289,0.2959,negative,-0.5536
2022-11-25,Trade tensions weigh on SPY international revenue,SPY,CNBC,0.1319,0.4046,0.4635,neutral,-0.2727
2022-11-25,SPY board approves routine corporate matters,SPY,Reuters,0.0725,0.2114,0.7161,neutral,-0.1389
2022-11-25,SPY reports record revenue in Q1 results,SPY,CNBC,0.8644,0.126,0.0096,positive,0.7383
2022-11-28,Bond market inversion deepens recession concerns,,Yahoo Finance,0.1323,0.8577,0.01,negative,-0.7255
2022-11-28,SPY faces regulatory scrutiny over business practices,SPY,CNBC,0.0397,0.5796,0.3807,negative,-0.54
2022-11-28,GOOGL announces major share buyback program,GOOGL,Yahoo Finance,0.0778,0.4319,0.4903,neutral,-0.3541
2022-11-29,Trading volume in GOOGL remains steady ahead of earnings,GOOGL,Reuters,0.2576,0.1941,0.5483,neutral,0.0634
